team,season,role,position,shirt_number,full_name,country,is_overseas,birthdate
FC Barcelona,2005/2006,Player,Defender,12.0,Giovanni van Bronckhorst,Netherlands,1,1975-02-05
FC Barcelona,2005/2006,Player,Forward,14.0,Ezquerro,Spain,0,1976-12-14
FC Barcelona,2005/2006,Player,Defender,15.0,Edmilson,Brazil,1,1976-07-10
FC Barcelona,2005/2006,Player,Defender,16.0,Sylvinho,Brazil,1,1974-04-12
FC Barcelona,2005/2006,Player,Midfielder,17.0,Mark van Bommel,Netherlands,1,1977-04-22
FC Barcelona,2005/2006,Player,Midfielder,18.0,Gabri,Spain,0,1979-02-10
FC Barcelona,2005/2006,Player,Forward,19.0,Lionel Messi,Argentina,1,1987-06-24
FC Barcelona,2005/2006,Player,Midfielder,20.0,Deco,Portugal,1,1977-08-27
FC Barcelona,2005/2006,Player,Defender,23.0,Oleguer,Spain,0,1980-02-02
FC Barcelona,2005/2006,Player,Midfielder,24.0,Iniesta,Spain,0,1984-05-11
FC Barcelona,2005/2006,Player,Goalkeeper,25.0,Jorquera,Spain,0,1979-03-03
FC Barcelona,2005/2006,Player,Defender,26.0,Rodri,Spain,0,1984-08-17
FC Barcelona,2005/2006,Player,Defender,27.0,Peña,Spain,0,1983-07-28
FC Barcelona,2005/2006,Player,Midfielder,27.0,Pitu,Spain,0,1983-11-24
FC Barcelona,2005/2006,Player,Goalkeeper,28.0,Rubén,Spain,0,1984-06-22
FC Barcelona,2005/2006,Player,Midfielder,33.0,Jordi Gómez,Spain,0,1985-05-24
FC Barcelona,2005/2006,Player,Forward,35.0,Cristian,Spain,0,1983-09-21
FC Barcelona,2005/2006,Player,Defender,40.0,Javi Martos,Spain,0,1984-01-04
FC Barcelona,2005/2006,Player,Midfielder,41.0,Ludovic Sylvestre,France,1,1984-02-05
FC Barcelona,2005/2006,Player,Defender,43.0,Olmo,Spain,0,1985-01-24
FC Barcelona,2005/2006,Player,Midfielder,44.0,Orlandi,Spain,0,1984-08-03
FC Barcelona,2005/2006,Player,Midfielder,45.0,Ramon Maso,Spain,0,1987-10-27
FC Barcelona,2005/2006,Staff,Ass. Manager,,Henk ten Cate,Netherlands,1,1954-12-09
FC Barcelona,2005/2006,Staff,Ass. Manager,,Eusebio Sacristán,Spain,0,1964-04-13
FC Barcelona,2005/2006,Staff,Athletic Coach,,Albert Roca,Spain,0,1962-10-20
FC Barcelona,2005/2006,Player,Forward,,Paco Montañés,Spain,0,1986-10-08
FC Barcelona,2005/2006,Staff,Goalkeeping Coach,,Unzué,Spain,0,1967-04-22
FC Barcelona,2005/2006,Staff,Manager,,Frank Rijkaard,Netherlands,1,1962-09-30
FC Barcelona,2004/2005,Player,Goalkeeper,1.0,Víctor Valdés,Spain,0,1982-01-14
FC Barcelona,2004/2005,Player,Defender,2.0,Belletti,Brazil,1,1976-06-20
FC Barcelona,2004/2005,Player,Midfielder,3.0,Thiago Motta,Italy,1,1982-08-28
FC Barcelona,2004/2005,Player,Defender,4.0,Rafael Márquez,Mexico,1,1979-02-13
FC Barcelona,2004/2005,Player,Defender,5.0,Puyol,Spain,0,1978-04-13
FC Barcelona,2004/2005,Player,Midfielder,6.0,Xavi,Spain,0,1980-01-25
FC Barcelona,2004/2005,Player,Forward,7.0,Henrik Larsson,Sweden,1,1971-09-20
FC Barcelona,2004/2005,Player,Forward,8.0,Ludovic Giuly,France,1,1976-07-10
FC Barcelona,2004/2005,Player,Forward,9.0,Samuel Eto'o,Cameroon,1,1981-03-10
FC Barcelona,2004/2005,Player,Forward,10.0,Ronaldinho,Brazil,1,1980-03-21
FC Barcelona,2004/2005,Player,Forward,11.0,Maxi López,Argentina,1,1984-04-03
FC Barcelona,2004/2005,Player,Defender,12.0,Giovanni van Bronckhorst,Netherlands,1,1975-02-05
FC Barcelona,2004/2005,Player,Midfielder,14.0,Gerard,Spain,0,1979-03-12
FC Barcelona,2004/2005,Player,Defender,15.0,Edmilson,Brazil,1,1976-07-10
FC Barcelona,2004/2005,Player,Defender,16.0,Sylvinho,Brazil,1,1974-04-12
FC Barcelona,2004/2005,Player,Midfielder,18.0,Gabri,Spain,0,1979-02-10
FC Barcelona,2004/2005,Player,Defender,19.0,Fernando Navarro,Spain,0,1982-06-25
FC Barcelona,2004/2005,Player,Midfielder,20.0,Deco,Portugal,1,1977-08-27
FC Barcelona,2004/2005,Player,Midfielder,22.0,Demetrio Albertini,Italy,1,1971-08-23
FC Barcelona,2004/2005,Player,Defender,23.0,Oleguer,Spain,0,1980-02-02
FC Barcelona,2004/2005,Player,Midfielder,24.0,Iniesta,Spain,0,1984-05-11
FC Barcelona,2004/2005,Player,Goalkeeper,25.0,Jorquera,Spain,0,1979-03-03
FC Barcelona,2004/2005,Player,Defender,26.0,Mora,Spain,0,1981-06-11
FC Barcelona,2004/2005,Player,Defender,27.0,Peña,Spain,0,1983-07-28
FC Barcelona,2004/2005,Player,Goalkeeper,28.0,Rubén,Spain,0,1984-06-22
FC Barcelona,2004/2005,Player,Forward,29.0,Oriol Riera,Spain,0,1986-07-03
FC Barcelona,2004/2005,Player,Forward,30.0,Lionel Messi,Argentina,1,1987-06-24
FC Barcelona,2004/2005,Player,Midfielder,31.0,Verdú,Spain,0,1983-05-05
FC Barcelona,2004/2005,Player,Defender,32.0,Damiá,Spain,0,1982-04-15
FC Barcelona,2004/2005,Player,Forward,33.0,Cristian,Spain,0,1983-09-21
FC Barcelona,2004/2005,Player,Defender,34.0,Rodri,Spain,0,1984-08-17
FC Barcelona,2004/2005,Player,Forward,36.0,Javito,Spain,0,1983-11-04
FC Barcelona,2004/2005,Staff,Ass. Manager,,Henk ten Cate,Netherlands,1,1954-12-09
FC Barcelona,2004/2005,Staff,Ass. Manager,,Eusebio Sacristán,Spain,0,1964-04-13
FC Barcelona,2004/2005,Staff,Athletic Coach,,Albert Roca,Spain,0,1962-10-20
FC Barcelona,2004/2005,Staff,Goalkeeping Coach,,Unzué,Spain,0,1967-04-22
FC Barcelona,2004/2005,Staff,Manager,,Frank Rijkaard,Netherlands,1,1962-09-30
FC Barcelona,2003/2004,Player,Goalkeeper,1.0,Rüştü Reçber,Turkey,1,1973-05-10
FC Barcelona,2003/2004,Player,Defender,2.0,Michael Reiziger,Netherlands,1,1973-05-03
FC Barcelona,2003/2004,Player,Midfielder,3.0,Edgar Davids,Netherlands,1,1973-03-13
FC Barcelona,2003/2004,Player,Defender,4.0,Rafael Márquez,Mexico,1,1979-02-13
FC Barcelona,2003/2004,Player,Defender,5.0,Puyol,Spain,0,1978-04-13
FC Barcelona,2003/2004,Player,Midfielder,6.0,Xavi,Spain,0,1980-01-25
FC Barcelona,2003/2004,Player,Forward,7.0,Javier Saviola,Argentina,1,1981-12-11
FC Barcelona,2003/2004,Player,Midfielder,8.0,Phillip Cocu,Netherlands,1,1970-10-29
FC Barcelona,2003/2004,Player,Forward,9.0,Patrick Kluivert,Netherlands,1,1976-07-01
FC Barcelona,2003/2004,Player,Forward,10.0,Ronaldinho,Brazil,1,1980-03-21
FC Barcelona,2003/2004,Player,Forward,11.0,Marc Overmars,Netherlands,1,1973-03-29
FC Barcelona,2003/2004,Player,Defender,12.0,Giovanni van Bronckhorst,Netherlands,1,1975-02-05
FC Barcelona,2003/2004,Player,Midfielder,14.0,Gerard,Spain,0,1979-03-12
FC Barcelona,2003/2004,Player,Defender,16.0,Mario,Spain,0,1982-02-02
FC Barcelona,2003/2004,Player,Midfielder,18.0,Gabri,Spain,0,1979-02-10
FC Barcelona,2003/2004,Player,Forward,20.0,Ricardo Quaresma,Portugal,1,1983-09-26
FC Barcelona,2003/2004,Player,Midfielder,21.0,Luis Enrique,Spain,0,1970-05-08
FC Barcelona,2003/2004,Player,Forward,22.0,Luis García,Spain,0,1978-06-24
FC Barcelona,2003/2004,Player,Midfielder,23.0,Thiago Motta,Italy,1,1982-08-28
FC Barcelona,2003/2004,Player,Midfielder,24.0,Iniesta,Spain,0,1984-05-11
FC Barcelona,2003/2004,Player,Goalkeeper,25.0,Víctor Valdés,Spain,0,1982-01-14
FC Barcelona,2003/2004,Player,Midfielder,26.0,Ros,Spain,0,1981-02-02
FC Barcelona,2003/2004,Player,Defender,27.0,Oscar López,Spain,0,1980-05-11
FC Barcelona,2003/2004,Player,Goalkeeper,28.0,Jorquera,Spain,0,1979-03-03
FC Barcelona,2003/2004,Player,Goalkeeper,30.0,Rubén,Spain,0,1984-06-22
FC Barcelona,2003/2004,Player,Defender,32.0,Oleguer,Spain,0,1980-02-02
FC Barcelona,2003/2004,Player,Forward,36.0,Sergio García,Spain,0,1983-06-09
FC Barcelona,2003/2004,Player,Forward,37.0,Santamaría,Spain,0,1980-07-16
FC Barcelona,2003/2004,Player,Forward,40.0,Oriol Riera,Spain,0,1986-07-03
FC Barcelona,2003/2004,Staff,Ass. Manager,,Henk ten Cate,Netherlands,1,1954-12-09
FC Barcelona,2003/2004,Staff,Ass. Manager,,Eusebio Sacristán,Spain,0,1964-04-13
FC Barcelona,2003/2004,Staff,Athletic Coach,,Albert Roca,Spain,0,1962-10-20
FC Barcelona,2003/2004,Staff,Goalkeeping Coach,,Frans Hoek,Netherlands,1,1956-10-17
FC Barcelona,2003/2004,Staff,Goalkeeping Coach,,Unzué,Spain,0,1967-04-22
FC Barcelona,2003/2004,Staff,Manager,,Frank Rijkaard,Netherlands,1,1962-09-30
FC Barcelona,2002/2003,Player,Goalkeeper,1.0,Roberto Bonano,Argentina,1,1970-01-24
FC Barcelona,2002/2003,Player,Defender,2.0,Michael Reiziger,Netherlands,1,1973-05-03
FC Barcelona,2002/2003,Player,Defender,3.0,Frank de Boer,Netherlands,1,1970-05-15
FC Barcelona,2002/2003,Player,Defender,4.0,Patrik Andersson,Sweden,1,1971-08-18
FC Barcelona,2002/2003,Player,Defender,5.0,Puyol,Spain,0,1978-04-13
FC Barcelona,2002/2003,Player,Midfielder,6.0,Xavi,Spain,0,1980-01-25
FC Barcelona,2002/2003,Player,Forward,7.0,Javier Saviola,Argentina,1,1981-12-11
FC Barcelona,2002/2003,Player,Midfielder,8.0,Phillip Cocu,Netherlands,1,1970-10-29
FC Barcelona,2002/2003,Player,Forward,9.0,Patrick Kluivert,Netherlands,1,1976-07-01
FC Barcelona,2002/2003,Player,Midfielder,10.0,Juan Román Riquelme,Argentina,1,1978-06-24
FC Barcelona,2002/2003,Player,Forward,11.0,Marc Overmars,Netherlands,1,1973-03-29
FC Barcelona,2002/2003,Player,Defender,12.0,Philippe Christanval,France,1,1978-08-31
FC Barcelona,2002/2003,Player,Midfielder,14.0,Gerard,Spain,0,1979-03-12
FC Barcelona,2002/2003,Player,Midfielder,15.0,Fábio Rochemback,Brazil,1,1981-12-10
FC Barcelona,2002/2003,Player,Midfielder,17.0,Mendieta,Spain,0,1974-03-27
FC Barcelona,2002/2003,Player,Midfielder,18.0,Gabri,Spain,0,1979-02-10
FC Barcelona,2002/2003,Player,Forward,19.0,Dani,Spain,0,1974-12-22
FC Barcelona,2002/2003,Player,Defender,20.0,Juan Sorín,Argentina,1,1976-05-05
FC Barcelona,2002/2003,Player,Midfielder,21.0,Luis Enrique,Spain,0,1970-05-08
FC Barcelona,2002/2003,Player,Goalkeeper,25.0,Robert Enke,Germany,1,1977-08-24
FC Barcelona,2002/2003,Player,Goalkeeper,26.0,Víctor Valdés,Spain,0,1982-01-14
FC Barcelona,2002/2003,Player,Midfielder,27.0,Trashorras,Spain,0,1981-02-28
FC Barcelona,2002/2003,Player,Midfielder,31.0,Thiago Motta,Italy,1,1982-08-28
FC Barcelona,2002/2003,Player,Defender,32.0,Oleguer,Spain,0,1980-02-02
FC Barcelona,2002/2003,Player,Defender,33.0,Dani Tortolero,Spain,0,1981-09-06
FC Barcelona,2002/2003,Player,Midfielder,34.0,Iniesta,Spain,0,1984-05-11
FC Barcelona,2002/2003,Player,Defender,35.0,Fernando Navarro,Spain,0,1982-06-25
FC Barcelona,2002/2003,Player,Midfielder,36.0,David Sánchez,Spain,0,1982-07-25
FC Barcelona,2002/2003,Player,Midfielder,38.0,Nano,Spain,0,1982-04-20
FC Barcelona,2002/2003,Player,Forward,39.0,Sergio García,Spain,0,1983-06-09
FC Barcelona,2002/2003,Player,Defender,40.0,Oscar López,Spain,0,1980-05-11
FC Barcelona,2002/2003,Staff,Ass. Manager,,Andries Jonker,Netherlands,1,1962-09-22
FC Barcelona,2002/2003,Staff,Goalkeeping Coach,,Frans Hoek,Netherlands,1,1956-10-17
FC Barcelona,2002/2003,Staff,Manager,,Radomir Antić,Serbia,1,1948-11-22
FC Barcelona,2001/2002,Player,Goalkeeper,1.0,Roberto Bonano,Argentina,1,1970-01-24
FC Barcelona,2001/2002,Player,Defender,2.0,Michael Reiziger,Netherlands,1,1973-05-03
FC Barcelona,2001/2002,Player,Defender,3.0,Frank de Boer,Netherlands,1,1970-05-15
FC Barcelona,2001/2002,Player,Defender,4.0,Patrik Andersson,Sweden,1,1971-08-18
FC Barcelona,2001/2002,Player,Defender,5.0,Abelardo,Spain,0,1970-04-19
FC Barcelona,2001/2002,Player,Midfielder,6.0,Xavi,Spain,0,1980-01-25
FC Barcelona,2001/2002,Player,Forward,7.0,Javier Saviola,Argentina,1,1981-12-11
FC Barcelona,2001/2002,Player,Midfielder,8.0,Phillip Cocu,Netherlands,1,1970-10-29
FC Barcelona,2001/2002,Player,Forward,9.0,Patrick Kluivert,Netherlands,1,1976-07-01
FC Barcelona,2001/2002,Player,Forward,10.0,Rivaldo,Brazil,1,1972-04-19
FC Barcelona,2001/2002,Player,Forward,11.0,Marc Overmars,Netherlands,1,1973-03-29
FC Barcelona,2001/2002,Player,Defender,12.0,Sergi Barjuán,Spain,0,1971-12-28
FC Barcelona,2001/2002,Player,Goalkeeper,13.0,Pepe Reina,Spain,0,1982-08-31
FC Barcelona,2001/2002,Player,Midfielder,14.0,Gerard,Spain,0,1979-03-12
FC Barcelona,2001/2002,Player,Midfielder,15.0,Fábio Rochemback,Brazil,1,1981-12-10
FC Barcelona,2001/2002,Player,Defender,17.0,Philippe Christanval,France,1,1978-08-31
FC Barcelona,2001/2002,Player,Midfielder,18.0,Gabri,Spain,0,1979-02-10
FC Barcelona,2001/2002,Player,Forward,19.0,Dani,Spain,0,1974-12-22
FC Barcelona,2001/2002,Player,Midfielder,21.0,Luis Enrique,Spain,0,1970-05-08
FC Barcelona,2001/2002,Player,Midfielder,22.0,Géovanni,Brazil,1,1980-01-11
FC Barcelona,2001/2002,Player,Defender,23.0,Francesco Coco,Italy,1,1977-01-08
FC Barcelona,2001/2002,Player,Defender,24.0,Puyol,Spain,0,1978-04-13
FC Barcelona,2001/2002,Player,Goalkeeper,25.0,Richard Dutruel,France,1,1972-12-24
FC Barcelona,2001/2002,Player,Defender,26.0,Fernando Navarro,Spain,0,1982-06-25
FC Barcelona,2001/2002,Player,Midfielder,27.0,Trashorras,Spain,0,1981-02-28
FC Barcelona,2001/2002,Player,Midfielder,28.0,Thiago Motta,Italy,1,1982-08-28
FC Barcelona,2001/2002,Player,Defender,30.0,Oleguer,Spain,0,1980-02-02
FC Barcelona,2001/2002,Player,Midfielder,31.0,Jofre,Spain,0,1980-01-24
FC Barcelona,2001/2002,Player,Goalkeeper,35.0,Víctor Valdés,Spain,0,1982-01-14
FC Barcelona,2001/2002,Player,Defender,37.0,Dani Tortolero,Spain,0,1981-09-06
FC Barcelona,2001/2002,Staff,Goalkeeping Coach,,Frans Hoek,Netherlands,1,1956-10-17
FC Barcelona,2001/2002,Staff,Manager,,Rexach,Spain,0,1947-01-13
FC Barcelona,2000/2001,Player,Goalkeeper,1.0,Richard Dutruel,France,1,1972-12-24
FC Barcelona,2000/2001,Player,Defender,2.0,Michael Reiziger,Netherlands,1,1973-05-03
FC Barcelona,2000/2001,Player,Defender,3.0,Frank de Boer,Netherlands,1,1970-05-15
FC Barcelona,2000/2001,Player,Midfielder,4.0,Pep Guardiola,Spain,0,1971-01-18
FC Barcelona,2000/2001,Player,Defender,5.0,Abelardo,Spain,0,1970-04-19
FC Barcelona,2000/2001,Player,Midfielder,6.0,De la Peña,Spain,0,1976-05-06
FC Barcelona,2000/2001,Player,Forward,7.0,Alfonso,Spain,0,1972-09-26
FC Barcelona,2000/2001,Player,Midfielder,8.0,Phillip Cocu,Netherlands,1,1970-10-29
FC Barcelona,2000/2001,Player,Forward,9.0,Patrick Kluivert,Netherlands,1,1976-07-01
FC Barcelona,2000/2001,Player,Forward,10.0,Rivaldo,Brazil,1,1972-04-19
FC Barcelona,2000/2001,Player,Forward,11.0,Marc Overmars,Netherlands,1,1973-03-29
FC Barcelona,2000/2001,Player,Defender,12.0,Sergi Barjuán,Spain,0,1971-12-28
FC Barcelona,2000/2001,Player,Midfielder,14.0,Gerard,Spain,0,1979-03-12
FC Barcelona,2000/2001,Player,Midfielder,16.0,Xavi,Spain,0,1980-01-25
FC Barcelona,2000/2001,Player,Midfielder,17.0,Emmanuel Petit,France,1,1970-09-22
FC Barcelona,2000/2001,Player,Midfielder,18.0,Gabri,Spain,0,1979-02-10
FC Barcelona,2000/2001,Player,Forward,19.0,Dani,Spain,0,1974-12-22
FC Barcelona,2000/2001,Player,Forward,20.0,Simão,Portugal,1,1979-10-31
FC Barcelona,2000/2001,Player,Midfielder,21.0,Luis Enrique,Spain,0,1970-05-08
FC Barcelona,2000/2001,Player,Midfielder,23.0,Boudewijn Zenden,Netherlands,1,1976-08-15
FC Barcelona,2000/2001,Player,Defender,24.0,Puyol,Spain,0,1978-04-13
FC Barcelona,2000/2001,Player,Goalkeeper,25.0,Arnau,Spain,0,1975-03-23
FC Barcelona,2000/2001,Player,Defender,26.0,Cuadrado,Spain,0,1979-02-21
FC Barcelona,2000/2001,Player,Midfielder,27.0,Thiago Motta,Italy,1,1982-08-28
FC Barcelona,2000/2001,Player,Forward,28.0,Santamaría,Spain,0,1980-07-16
FC Barcelona,2000/2001,Player,Defender,30.0,Bermudo,Spain,0,1979-01-14
FC Barcelona,2000/2001,Player,Defender,32.0,Fernando Navarro,Spain,0,1982-06-25
FC Barcelona,2000/2001,Player,Goalkeeper,35.0,Pepe Reina,Spain,0,1982-08-31
FC Barcelona,2000/2001,Player,Goalkeeper,36.0,Víctor Valdés,Spain,0,1982-01-14
FC Barcelona,2000/2001,Staff,Manager,,Rexach,Spain,0,1947-01-13
FC Barcelona,1999/2000,Player,Goalkeeper,1.0,Ruud Hesp,Netherlands,1,1965-10-31
FC Barcelona,1999/2000,Player,Defender,2.0,Michael Reiziger,Netherlands,1,1973-05-03
FC Barcelona,1999/2000,Player,Defender,3.0,Frédéric Déhu,France,1,1972-10-24
FC Barcelona,1999/2000,Player,Midfielder,4.0,Pep Guardiola,Spain,0,1971-01-18
FC Barcelona,1999/2000,Player,Defender,5.0,Abelardo,Spain,0,1970-04-19
FC Barcelona,1999/2000,Player,Midfielder,6.0,Ronald de Boer,Netherlands,1,1970-05-15
FC Barcelona,1999/2000,Player,Midfielder,7.0,Luís Figo,Portugal,1,1972-11-04
FC Barcelona,1999/2000,Player,Midfielder,8.0,Phillip Cocu,Netherlands,1,1970-10-29
FC Barcelona,1999/2000,Player,Forward,9.0,Patrick Kluivert,Netherlands,1,1976-07-01
FC Barcelona,1999/2000,Player,Forward,10.0,Jari Litmanen,Finland,1,1971-02-20
FC Barcelona,1999/2000,Player,Forward,11.0,Rivaldo,Brazil,1,1972-04-19
FC Barcelona,1999/2000,Player,Defender,12.0,Sergi Barjuán,Spain,0,1971-12-28
FC Barcelona,1999/2000,Player,Forward,14.0,Emmanuel Amunike,Nigeria,1,1970-12-25
FC Barcelona,1999/2000,Player,Defender,17.0,Winston Bogarde,Netherlands,1,1970-10-22
FC Barcelona,1999/2000,Player,Midfielder,18.0,Gabri,Spain,0,1979-02-10
FC Barcelona,1999/2000,Player,Forward,19.0,Dani,Spain,0,1974-12-22
FC Barcelona,1999/2000,Player,Forward,20.0,Simão,Portugal,1,1979-10-31
FC Barcelona,1999/2000,Player,Midfielder,21.0,Luis Enrique,Spain,0,1970-05-08
FC Barcelona,1999/2000,Player,Defender,22.0,Frank de Boer,Netherlands,1,1970-05-15
FC Barcelona,1999/2000,Player,Midfielder,23.0,Boudewijn Zenden,Netherlands,1,1976-08-15
FC Barcelona,1999/2000,Player,Goalkeeper,25.0,Arnau,Spain,0,1975-03-23
FC Barcelona,1999/2000,Player,Midfielder,26.0,Xavi,Spain,0,1980-01-25
FC Barcelona,1999/2000,Player,Forward,28.0,Santamaría,Spain,0,1980-07-16
FC Barcelona,1999/2000,Player,Midfielder,29.0,Mario Rosas,Spain,0,1980-05-22
FC Barcelona,1999/2000,Player,Midfielder,31.0,Nano,Spain,0,1982-04-20
FC Barcelona,1999/2000,Player,Defender,32.0,Puyol,Spain,0,1978-04-13
FC Barcelona,1999/2000,Staff,Ass. Manager,,José Mourinho,Portugal,1,1963-01-26
FC Barcelona,1999/2000,Staff,Goalkeeping Coach,,Frans Hoek,Netherlands,1,1956-10-17
FC Barcelona,1999/2000,Staff,Manager,,Louis van Gaal,Netherlands,1,1951-08-08
FC Barcelona,1998/1999,Player,Goalkeeper,1.0,Ruud Hesp,Netherlands,1,1965-10-31
FC Barcelona,1998/1999,Player,Defender,2.0,Michael Reiziger,Netherlands,1,1973-05-03
FC Barcelona,1998/1999,Player,Midfielder,4.0,Pep Guardiola,Spain,0,1971-01-18
FC Barcelona,1998/1999,Player,Defender,5.0,Abelardo,Spain,0,1970-04-19
FC Barcelona,1998/1999,Player,Midfielder,6.0,Ronald de Boer,Netherlands,1,1970-05-15
FC Barcelona,1998/1999,Player,Midfielder,6.0,Óscar,Spain,0,1973-04-26
FC Barcelona,1998/1999,Player,Midfielder,7.0,Luís Figo,Portugal,1,1972-11-04
FC Barcelona,1998/1999,Player,Midfielder,8.0,Celades,Spain,0,1975-09-29
FC Barcelona,1998/1999,Player,Forward,9.0,Sonny Anderson,Brazil,1,1970-09-19
FC Barcelona,1998/1999,Player,Forward,10.0,Giovanni,Brazil,1,1972-02-04
FC Barcelona,1998/1999,Player,Forward,11.0,Rivaldo,Brazil,1,1972-04-19
FC Barcelona,1998/1999,Player,Defender,12.0,Sergi Barjuán,Spain,0,1971-12-28
FC Barcelona,1998/1999,Player,Forward,14.0,Emmanuel Amunike,Nigeria,1,1970-12-25
FC Barcelona,1998/1999,Player,Midfielder,15.0,Phillip Cocu,Netherlands,1,1970-10-29
FC Barcelona,1998/1999,Player,Midfielder,16.0,Dragan Ćirić,Serbia,1,1974-09-15
FC Barcelona,1998/1999,Player,Defender,17.0,Winston Bogarde,Netherlands,1,1970-10-22
FC Barcelona,1998/1999,Player,Forward,19.0,Patrick Kluivert,Netherlands,1,1976-07-01
FC Barcelona,1998/1999,Player,Defender,20.0,Nadal,Spain,0,1966-07-28
FC Barcelona,1998/1999,Player,Midfielder,21.0,Luis Enrique,Spain,0,1970-05-08
FC Barcelona,1998/1999,Player,Defender,22.0,Frank de Boer,Netherlands,1,1970-05-15
FC Barcelona,1998/1999,Player,Defender,22.0,Samuel Okunowo,Nigeria,1,1979-03-01
FC Barcelona,1998/1999,Player,Midfielder,23.0,Boudewijn Zenden,Netherlands,1,1976-08-15
FC Barcelona,1998/1999,Player,Midfielder,24.0,Roger,Spain,0,1976-12-15
FC Barcelona,1998/1999,Player,Midfielder,26.0,Xavi,Spain,0,1980-01-25
FC Barcelona,1998/1999,Player,Goalkeeper,28.0,Arnau,Spain,0,1975-03-23
FC Barcelona,1998/1999,Player,Midfielder,31.0,Mario Rosas,Spain,0,1980-05-22
FC Barcelona,1998/1999,Player,Defender,33.0,Cuadrado,Spain,0,1979-02-21
FC Barcelona,1998/1999,Staff,Ass. Manager,,Gerard van der Lem,Netherlands,1,1952-11-15
FC Barcelona,1998/1999,Staff,Ass. Manager,,José Mourinho,Portugal,1,1963-01-26
FC Barcelona,1998/1999,Player,Defender,,Mauricio Pellegrino,Argentina,1,1971-10-05
FC Barcelona,1998/1999,Player,Goalkeeper,,Busquets,Spain,0,1967-07-19
FC Barcelona,1998/1999,Staff,Manager,,Louis van Gaal,Netherlands,1,1951-08-08
FC Barcelona,1998/1999,Player,Midfielder,,Luis García,Spain,0,1978-06-24
FC Barcelona,1997/1998,Player,Goalkeeper,1.0,Ruud Hesp,Netherlands,1,1965-10-31
FC Barcelona,1997/1998,Player,Defender,2.0,Albert Ferrer,Spain,0,1970-06-06
FC Barcelona,1997/1998,Player,Midfielder,4.0,Pep Guardiola,Spain,0,1971-01-18
FC Barcelona,1997/1998,Player,Defender,5.0,Fernando Couto,Portugal,1,1969-08-02
FC Barcelona,1997/1998,Player,Defender,5.0,Abelardo,Spain,0,1970-04-19
FC Barcelona,1997/1998,Player,Midfielder,6.0,Óscar,Spain,0,1973-04-26
FC Barcelona,1997/1998,Player,Midfielder,7.0,Luís Figo,Portugal,1,1972-11-04
FC Barcelona,1997/1998,Player,Forward,9.0,Sonny Anderson,Brazil,1,1970-09-19
FC Barcelona,1997/1998,Player,Forward,10.0,Giovanni,Brazil,1,1972-02-04
FC Barcelona,1997/1998,Player,Forward,11.0,Rivaldo,Brazil,1,1972-04-19
FC Barcelona,1997/1998,Player,Defender,12.0,Sergi Barjuán,Spain,0,1971-12-28
FC Barcelona,1997/1998,Player,Forward,14.0,Emmanuel Amunike,Nigeria,1,1970-12-25
FC Barcelona,1997/1998,Player,Midfielder,16.0,Dragan Ćirić,Serbia,1,1974-09-15
FC Barcelona,1997/1998,Player,Defender,17.0,Winston Bogarde,Netherlands,1,1970-10-22
FC Barcelona,1997/1998,Player,Midfielder,18.0,Guillermo Amor,Spain,0,1967-12-04
FC Barcelona,1997/1998,Player,Forward,19.0,Juan Pizzi,Spain,0,1968-06-07
FC Barcelona,1997/1998,Player,Defender,20.0,Nadal,Spain,0,1966-07-28
FC Barcelona,1997/1998,Player,Midfielder,21.0,Luis Enrique,Spain,0,1970-05-08
FC Barcelona,1997/1998,Player,Defender,22.0,Michael Reiziger,Netherlands,1,1973-05-03
FC Barcelona,1997/1998,Player,Midfielder,23.0,De la Peña,Spain,0,1976-05-06
FC Barcelona,1997/1998,Player,Goalkeeper,25.0,Busquets,Spain,0,1967-07-19
FC Barcelona,1997/1998,Player,Midfielder,26.0,Celades,Spain,0,1975-09-29
FC Barcelona,1997/1998,Player,Midfielder,27.0,Roger,Spain,0,1976-12-15
FC Barcelona,1997/1998,Player,Defender,28.0,Puyol,Spain,0,1978-04-13
FC Barcelona,1997/1998,Player,Goalkeeper,28.0,Arnau,Spain,0,1975-03-23
FC Barcelona,1997/1998,Player,Midfielder,29.0,Xavi,Spain,0,1980-01-25
FC Barcelona,1997/1998,Player,Midfielder,30.0,Mario Rosas,Spain,0,1980-05-22
FC Barcelona,1997/1998,Staff,Ass. Manager,,Gerard van der Lem,Netherlands,1,1952-11-15
FC Barcelona,1997/1998,Staff,Ass. Manager,,José Mourinho,Portugal,1,1963-01-26
FC Barcelona,1997/1998,Player,Goalkeeper,,Vítor Baía,Portugal,1,1969-10-15
FC Barcelona,1997/1998,Staff,Manager,,Louis van Gaal,Netherlands,1,1951-08-08
FC Barcelona,1997/1998,Player,Midfielder,,Jofre,Spain,0,1980-01-24
FC Barcelona,1996/1997,Player,Midfielder,4.0,Pep Guardiola,Spain,0,1971-01-18
FC Barcelona,1996/1997,Player,Defender,5.0,Abelardo,Spain,0,1970-04-19
FC Barcelona,1996/1997,Player,Midfielder,6.0,Óscar,Spain,0,1973-04-26
FC Barcelona,1996/1997,Player,Midfielder,7.0,Luís Figo,Portugal,1,1972-11-04
FC Barcelona,1996/1997,Player,Forward,8.0,Hristo Stoichkov,Bulgaria,1,1966-02-08
FC Barcelona,1996/1997,Player,Forward,9.0,Ronaldo,Brazil,1,1976-09-22
